,index,in_id,query,answers_text,answers_count,langdetect,langid
9632,15356,2518.0,Кем вы работаете?,прогамист,1.0,ru,ru
9633,15357,2518.0,Кем вы работаете?,специалистом,1.0,ru,ru
9634,15358,2518.0,Кем вы работаете?,разработчик,1.0,ru,ru
9635,15359,2518.0,Кем вы работаете?,школьник,1.0,ru,ru
9636,15361,2518.0,Кем вы работаете?,разорботчиком,1.0,ru,ru
9637,15362,2518.0,Кем вы работаете?,школьник,1.0,ru,ru
9638,15363,2518.0,Кем вы работаете?,архитектором,1.0,ru,ru
9639,15364,2518.0,Кем вы работаете?,клоуном,1.0,ru,ru
9640,15365,2518.0,Кем вы работаете?,тестироущик,1.0,ru,ru
9641,15366,2518.0,Кем вы работаете?,экспертом,1.0,ru,ru
9642,15367,2518.0,Кем вы работаете?,руководитель,1.0,ru,ru
9643,15368,2518.0,Кем вы работаете?,кукушкой,1.0,ru,ru
9644,15369,2518.0,Кем вы работаете?,начальником,1.0,ru,ru
9645,15371,2518.0,Кем вы работаете?,работником,1.0,ru,ru
9646,15373,2518.0,Кем вы работаете?,програмистом,1.0,ru,ru
9647,15374,2518.0,Кем вы работаете?,прогер,1.0,ru,ru
9648,15375,2518.0,Кем вы работаете?,проггер,1.0,ru,ru
9649,15376,2518.0,Кем вы работаете?,сотрудником,1.0,ru,ru
9650,15378,2518.0,Кем вы работаете?,уборщицей,1.0,ru,ru
9651,15380,2518.0,Кем вы работаете?,архитектором,1.0,ru,ru
9652,15385,2518.0,Кем вы работаете?,разработчиком,1.0,ru,ru
9653,15387,2518.0,Кем вы работаете?,руководитл,1.0,ru,ru
9654,15388,2521.0,Как настроение?,плахое,1.0,ru,ru
9655,15389,2521.0,Как настроение?,сонное,1.0,ru,ru
9656,15390,2521.0,Как настроение?,нормально,1.0,ru,ru
9657,15391,2521.0,Как настроение?,хорошее,1.0,ru,ru
9658,15392,2521.0,Как настроение?,хорошо,1.0,ru,ru
9659,15393,2521.0,Как настроение?,хорошо,1.0,ru,ru
9660,15397,2521.0,Как настроение?,пойдет,1.0,ru,ru
9661,15398,2521.0,Как настроение?,боевое,1.0,ru,ru
9662,15401,2521.0,Как настроение?,ужасное,1.0,ru,ru
9663,15402,2521.0,Как настроение?,супер,1.0,ru,ru
9664,15403,2521.0,Как настроение?,боевое,1.0,ru,ru
9665,15404,2521.0,Как настроение?,сонное,1.0,ru,ru
9666,15407,2521.0,Как настроение?,пыщпыщ,1.0,ru,ru
9667,15409,2521.0,Как настроение?,чудесное,1.0,ru,ru
9668,15410,2521.0,Как настроение?,супер!!!,1.0,ru,ru
9669,15411,2521.0,Как настроение?,норм,1.0,ru,ru
9670,15413,2521.0,Как настроение?,хорошо,1.0,ru,ru
9671,15414,2521.0,Как настроение?,хорошее,1.0,ru,ru
9672,15415,2521.0,Как настроение?,плохое,1.0,ru,ru
9673,15416,2521.0,Как настроение?,нормас,1.0,ru,ru
9674,15418,2521.0,Как настроение?,хорошее,1.0,ru,ru
9675,15419,2521.0,Как настроение?,велколепно,1.0,ru,ru
9676,15422,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,мало часов в сутках,1.0,ru,ru
9677,15423,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,иб,1.0,ru,ru
9678,15425,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,ещё не разобралась,1.0,ru,ru
9679,15430,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,"гк ""росатом""",1.0,ru,ru
9680,15431,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,гк росатом,1.0,ru,ru
9681,15435,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,время,1.0,ru,ru
9682,15436,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,ретроградный меркурий,1.0,ru,ru
9683,15437,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,ретроградный меркурий,1.0,ru,ru
9684,15439,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,бюрократическая волокита,1.0,ru,ru
9685,15444,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,корпоративная академия росатом,1.0,ru,ru
9686,15445,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,иб,1.0,ru,ru
9687,15447,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,отсутствие кислорода,1.0,ru,ru
9688,15448,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,мл,1.0,ru,ru
9689,15450,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,иб,1.0,ru,ru
9690,15455,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,дитовщинцы,1.0,ru,ru
9691,15459,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,госкорпорация росатом,1.0,ru,ru
9692,15460,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,искусственный интеллект,1.0,ru,ru
9693,15461,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,отсутствие ресурсов,1.0,ru,ru
9694,15462,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,искусивеный интеллект,1.0,ru,ru
9695,15463,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,росатом,1.0,ru,ru
9696,15464,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,млщики!,1.0,ru,ru
9697,15465,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,руководители,1.0,ru,ru
9698,15466,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,инфобез,1.0,ru,ru
9699,15467,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,рыководители,1.0,ru,ru
9700,15468,2522.0,Что или кто мешает нашему подразделению максимально эффективно работать?,навыки планирования,1.0,ru,ru
9701,15469,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,а были ли центрифуги?,1.0,ru,ru
9702,15470,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,будем работать!,1.0,ru,ru
9703,15471,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,важно знать процессы,1.0,ru,ru
9704,15472,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,нам это надо,1.0,ru,ru
9705,15473,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,полезно,3.0,ru,ru
9706,15475,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,есть о чем подумать,1.0,ru,ru
9707,15477,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,новые знания получены,1.0,ru,ru
9708,15478,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,познавательно,5.0,ru,ru
9709,15480,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,не увидели суздаль,3.0,ru,ru
9710,15482,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,надо чаще выезжать,1.0,ru,ru
9711,15483,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,новые впечатление,1.0,ru,ru
9712,15484,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,оптимизировать возможно все,1.0,ru,ru
9713,15488,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,эффективность,1.0,ru,ru
9714,15489,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,производительно,1.0,ru,ru
9715,15492,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,пср на кмз на высшем уровне,1.0,ru,ru
9716,15493,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,супер!,1.0,ru,ru
9717,15495,25365.0,Ваш основной вывод по вчерашнему дню. 1-2 слова,увлечённые люди многое могут,1.0,ru,ru
9718,15496,25366.0,Ваше настроение на сегодня. 1-2 слова,+ опыт реализации  пср,1.0,ru,ru
9719,15497,25366.0,Ваше настроение на сегодня. 1-2 слова,а были ли турбины?,1.0,ru,ru
9720,15498,25366.0,Ваше настроение на сегодня. 1-2 слова,бодрое,5.0,ru,ru
9721,15499,25366.0,Ваше настроение на сегодня. 1-2 слова,боевая готовность!,1.0,ru,ru
9722,15500,25366.0,Ваше настроение на сегодня. 1-2 слова,боевое,2.0,ru,ru
9723,15501,25366.0,Ваше настроение на сегодня. 1-2 слова,готовность,1.0,ru,ru
9724,15502,25366.0,Ваше настроение на сегодня. 1-2 слова,только вперёд,1.0,ru,ru
9725,15504,25366.0,Ваше настроение на сегодня. 1-2 слова,великолепное,1.0,ru,ru
9726,15505,25366.0,Ваше настроение на сегодня. 1-2 слова,замечательное,1.0,ru,ru
9727,15509,25366.0,Ваше настроение на сегодня. 1-2 слова,восприимчивость,1.0,ru,ru
9728,15512,25366.0,Ваше настроение на сегодня. 1-2 слова,познавательно,1.0,ru,ru
9729,15513,25366.0,Ваше настроение на сегодня. 1-2 слова,полезно,1.0,ru,ru
9730,15514,25366.0,Ваше настроение на сегодня. 1-2 слова,продуктивное,1.0,ru,ru
9731,15516,25366.0,Ваше настроение на сегодня. 1-2 слова,настроение работать!,1.0,ru,ru
9732,15517,25366.0,Ваше настроение на сегодня. 1-2 слова,рабочее,2.0,ru,ru
9733,15519,25366.0,Ваше настроение на сегодня. 1-2 слова,сонное,1.0,ru,ru
9734,15520,25366.0,Ваше настроение на сегодня. 1-2 слова,спокойное,1.0,ru,ru
9735,15521,25366.0,Ваше настроение на сегодня. 1-2 слова,увлечённые люди многое могут,1.0,ru,ru
9736,15522,25366.0,Ваше настроение на сегодня. 1-2 слова,хорошее,3.0,ru,ru
9737,15523,25366.0,Ваше настроение на сегодня. 1-2 слова,хотим увидеть суздаль,2.0,ru,ru
9738,15525,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,анализировать,1.0,ru,ru
9739,15526,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,брать больше ответственности,1.0,ru,ru
9740,15527,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,быть гибким,1.0,ru,ru
9741,15528,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,быть примером,1.0,ru,ru
9742,15529,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,личным примером,2.0,ru,ru
9743,15530,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,собственным примером,1.0,ru,ru
9744,15531,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,внедрять,1.0,ru,ru
9745,15532,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,выстраивать процессы,1.0,ru,ru
9746,15534,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,действием,1.0,ru,ru
9747,15535,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,участвовать,3.0,ru,ru
9748,15536,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,участвовать в процессе,1.0,ru,ru
9749,15537,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,информирую о программе коллег,1.0,ru,ru
9750,15539,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,не с бюрократией бюрократизмом,1.0,ru,ru
9751,15540,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,не тормозить процессы,1.0,ru,ru
9752,15541,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,пересмотреть процессы,3.0,ru,ru
9753,15542,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,понимать область своей ответст,1.0,ru,ru
9754,15543,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,порядки готовить,1.0,ru,ru
9755,15544,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,предлагать решения,1.0,ru,ru
9756,15545,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,принимать решения,1.0,ru,ru
9757,15547,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,своим участиием,1.0,ru,ru
9758,15548,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,соблюдать сроки,1.0,ru,ru
9759,15549,25368.0,Как я могу влиять на сокращение бюрократии? 1-2 слова.,сократить служебные записки,1.0,ru,ru
9760,15550,25669.0,"Опишите одним словом, что для вас наставничество",алгоритм,1.0,ru,ru
9761,15551,25669.0,"Опишите одним словом, что для вас наставничество",близость,1.0,ru,ru
9762,15552,25669.0,"Опишите одним словом, что для вас наставничество",в окружении,1.0,ru,ru
9763,15554,25669.0,"Опишите одним словом, что для вас наставничество",в пивной,3.0,ru,ru
9764,15555,25669.0,"Опишите одним словом, что для вас наставничество",в профильных сообществах,1.0,ru,ru
9765,15558,25669.0,"Опишите одним словом, что для вас наставничество",в сообществе,2.0,ru,ru
9766,15559,25669.0,"Опишите одним словом, что для вас наставничество",вдохновение,1.0,ru,ru
9767,15560,25669.0,"Опишите одним словом, что для вас наставничество",взаимодействие,3.0,ru,ru
9768,15561,25669.0,"Опишите одним словом, что для вас наставничество",сотрудничество,2.0,ru,ru
9769,15565,25669.0,"Опишите одним словом, что для вас наставничество",возможность,1.0,ru,ru
9770,15566,25669.0,"Опишите одним словом, что для вас наставничество",возможность роста,1.0,ru,ru
9771,15567,25669.0,"Опишите одним словом, что для вас наставничество",где угодно😉,1.0,ru,ru
9772,15569,25669.0,"Опишите одним словом, что для вас наставничество",делиться опытом,1.0,ru,ru
9773,15570,25669.0,"Опишите одним словом, что для вас наставничество",опыт,10.0,ru,ru
9774,15574,25669.0,"Опишите одним словом, что для вас наставничество",жизнь,1.0,ru,ru
9775,15576,25669.0,"Опишите одним словом, что для вас наставничество",лидерство,1.0,ru,ru
9776,15579,25669.0,"Опишите одним словом, что для вас наставничество",мотивация молодого специалиста,1.0,ru,ru
9777,15580,25669.0,"Опишите одним словом, что для вас наставничество",пинок вперед,1.0,ru,ru
9778,15585,25669.0,"Опишите одним словом, что для вас наставничество",поддержка,8.0,ru,ru
9779,15588,25669.0,"Опишите одним словом, что для вас наставничество",отражение,1.0,ru,ru
9780,15589,25669.0,"Опишите одним словом, что для вас наставничество",помощь,3.0,ru,ru
9781,15590,25669.0,"Опишите одним словом, что для вас наставничество",помощь и поддержка,1.0,ru,ru
9782,15592,25669.0,"Опишите одним словом, что для вас наставничество",приверженность,1.0,ru,ru
9783,15596,25669.0,"Опишите одним словом, что для вас наставничество",рост,4.0,ru,ru
9784,15597,25669.0,"Опишите одним словом, что для вас наставничество",свет в туннеле,1.0,ru,ru
9785,15598,25669.0,"Опишите одним словом, что для вас наставничество",свобода,1.0,ru,ru
9786,15600,25669.0,"Опишите одним словом, что для вас наставничество",совет,2.0,ru,ru
9787,15601,25669.0,"Опишите одним словом, что для вас наставничество",сопровождение,1.0,ru,ru
9788,15602,25669.0,"Опишите одним словом, что для вас наставничество",сотворчество,1.0,ru,ru
9789,15603,25669.0,"Опишите одним словом, что для вас наставничество",уверенность,1.0,ru,ru
9790,15604,25669.0,"Опишите одним словом, что для вас наставничество",улучшение,1.0,ru,ru
9791,15605,25669.0,"Опишите одним словом, что для вас наставничество",успех,2.0,ru,ru
9792,15606,25669.0,"Опишите одним словом, что для вас наставничество",флагманы образования,1.0,ru,ru
9793,15609,25684.0,Что такое конфликт? Ваши ассоциации,"""отцы и дети""",1.0,ru,ru
9794,15610,25684.0,Что такое конфликт? Ваши ассоциации,отцы и дети,1.0,ru,ru
9795,15611,25684.0,Что такое конфликт? Ваши ассоциации,поколений,1.0,ru,ru
9796,15614,25684.0,Что такое конфликт? Ваши ассоциации,богатые и бедные,1.0,ru,ru
9797,15616,25684.0,Что такое конфликт? Ваши ассоциации,борьба,2.0,ru,ru
9798,15617,25684.0,Что такое конфликт? Ваши ассоциации,власть,1.0,ru,ru
9799,15618,25684.0,Что такое конфликт? Ваши ассоциации,вооруженный,2.0,ru,ru
9800,15622,25684.0,Что такое конфликт? Ваши ассоциации,идеологические противоречия,1.0,ru,ru
9801,15624,25684.0,Что такое конфликт? Ваши ассоциации,интересов,1.0,ru,ru
9802,15626,25684.0,Что такое конфликт? Ваши ассоциации,столкновение интересов,1.0,ru,ru
9803,15629,25684.0,Что такое конфликт? Ваши ассоциации,конфронтация,1.0,ru,ru
9804,15630,25684.0,Что такое конфликт? Ваши ассоциации,противоборство,1.0,ru,ru
9805,15632,25684.0,Что такое конфликт? Ваши ассоциации,легитимность,1.0,ru,ru
9806,15633,25684.0,Что такое конфликт? Ваши ассоциации,межличностные отношения,1.0,ru,ru
9807,15637,25684.0,Что такое конфликт? Ваши ассоциации,отсутствие взаимопонимания,1.0,ru,ru
9808,15639,25684.0,Что такое конфликт? Ваши ассоциации,неразрешимость,1.0,ru,ru
9809,15640,25684.0,Что такое конфликт? Ваши ассоциации,несправедливость,1.0,ru,ru
9810,15642,25684.0,Что такое конфликт? Ваши ассоциации,обсуждение,1.0,ru,ru
9811,15648,25684.0,Что такое конфликт? Ваши ассоциации,правосудие,1.0,ru,ru
9812,15649,25684.0,Что такое конфликт? Ваши ассоциации,суд,2.0,ru,ru
9813,15650,25684.0,Что такое конфликт? Ваши ассоциации,принципиальность,1.0,ru,ru
9814,15654,25684.0,Что такое конфликт? Ваши ассоциации,разногласие,2.0,ru,ru
9815,15655,25684.0,Что такое конфликт? Ваши ассоциации,ссора,3.0,ru,ru
9816,15657,25684.0,Что такое конфликт? Ваши ассоциации,урегулирование,1.0,ru,ru
9817,15664,25684.0,Что такое конфликт? Ваши ассоциации,российская федерация,1.0,ru,ru
9818,15667,25684.0,Что такое конфликт? Ваши ассоциации,стороны,1.0,ru,ru
9819,15668,25684.0,Что такое конфликт? Ваши ассоциации,стороны конфликта(как таковые),1.0,ru,ru
9820,15675,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",будущее,1.0,ru,ru
9821,15676,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",быстро,1.0,ru,ru
9822,15678,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",вв,2.0,ru,ru
9823,15679,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",вовлеченность,2.0,ru,ru
9824,15680,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",все хорошо,1.0,ru,ru
9825,15690,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",инновационность,1.0,ru,ru
9826,15696,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",информированность,1.0,ru,ru
9827,15697,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",исследователь,1.0,ru,ru
9828,15698,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",клиентоцентричность,1.0,ru,ru
9829,15700,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",компетентность,1.0,ru,ru
9830,15701,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",концентрация,1.0,ru,ru
9831,15708,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",масштабно,1.0,ru,ru
9832,15710,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",нагрузочный мозговой штурм,1.0,ru,ru
9833,15712,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",научные услуги,1.0,ru,ru
9834,15713,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",не все услышано,1.0,ru,ru
9835,15714,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",необходимо,1.0,ru,ru
9836,15716,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",несколько шагов назад,1.0,ru,ru
9837,15718,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",открытость,1.0,ru,ru
9838,15719,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",переспектива развития страны,1.0,ru,ru
9839,15720,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",плохая дискуссия на пленарке,1.0,ru,ru
9840,15721,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",плохо сфокусирована,1.0,ru,ru
9841,15722,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",погружение,1.0,ru,ru
9842,15724,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",полезно,3.0,ru,ru
9843,15725,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",понятно,1.0,ru,ru
9844,15726,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",поработать с фт,1.0,ru,ru
9845,15728,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",проблемы,1.0,ru,ru
9846,15734,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",эффективная,1.0,ru,ru
9847,15735,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",эффективно,3.0,ru,ru
9848,15736,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",эффективность,1.0,ru,ru
9849,15741,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",суббота продуктивность цифра,1.0,ru,ru
9850,15742,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",сумбурно,1.0,ru,ru
9851,15744,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",хорошая дискуссия в группах,1.0,ru,ru
9852,15746,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",хорошая площадка,1.0,ru,ru
9853,15747,25695.0,"Напишите 3 слова, которые главным образом могут охарактеризовать стратегическую сессию? Ваши ассоциации",целеустремленность,1.0,ru,ru
9854,15750,25706.0,Кто такой волонтер?,активный участник общества,1.0,ru,ru
9855,15751,25706.0,Кто такой волонтер?,бескорыстный,1.0,ru,ru
9856,15752,25706.0,Кто такой волонтер?,бескорыстный человек,1.0,ru,ru
9857,15753,25706.0,Кто такой волонтер?,готов помогать безвозмездно,1.0,ru,ru
9858,15754,25706.0,Кто такой волонтер?,бесплатная рабочая сила,1.0,ru,ru
9859,15755,25706.0,Кто такой волонтер?,бесплатный идейный труженик,1.0,ru,ru
9860,15756,25706.0,Кто такой волонтер?,даритель,1.0,ru,ru
9861,15758,25706.0,Кто такой волонтер?,добровольная помощь людям,1.0,ru,ru
9862,15759,25706.0,Кто такой волонтер?,добровольный помощник,1.0,ru,ru
9863,15761,25706.0,Кто такой волонтер?,добрые дела без корысти,1.0,ru,ru
9864,15762,25706.0,Кто такой волонтер?,добрый человек,1.0,ru,ru
9865,15763,25706.0,Кто такой волонтер?,человек транслирующий добро,1.0,ru,ru
9866,15764,25706.0,Кто такой волонтер?,заинтересованный человек,1.0,ru,ru
9867,15765,25706.0,Кто такой волонтер?,любой помоготар не только себе,1.0,ru,ru
9868,15766,25706.0,Кто такой волонтер?,помощник,3.0,ru,ru
9869,15768,25706.0,Кто такой волонтер?,человек бескорыстно пом.другим,1.0,ru,ru
9870,15769,25706.0,Кто такой волонтер?,человек помогающий,1.0,ru,ru
9871,15770,25706.0,Кто такой волонтер?,неравнодушный,1.0,ru,ru
9872,15771,25706.0,Кто такой волонтер?,неугомонный творец,1.0,ru,ru
9873,15773,25706.0,Кто такой волонтер?,отзывчивый человек,1.0,ru,ru
9874,15774,25706.0,Кто такой волонтер?,сильный человек,1.0,ru,ru
9875,15775,25706.0,Кто такой волонтер?,спасатель,1.0,ru,ru
9876,15776,25706.0,Кто такой волонтер?,тот кто хочет принести пользу,1.0,ru,ru
9877,15777,25706.0,Кто такой волонтер?,чел-к с внутр потреб помогать,1.0,ru,ru
9878,15778,25706.0,Кто такой волонтер?,умеющий человек,1.0,ru,ru
9879,15779,25706.0,Кто такой волонтер?,человек с большим сердцем,1.0,ru,ru
9880,15780,25706.0,Кто такой волонтер?,человечный,1.0,ru,ru
9881,15784,25707.0,Где волонтеру учиться?,в ближ окружении,1.0,ru,ru
9882,15786,25707.0,Где волонтеру учиться?,в волонтерских организациях,1.0,ru,ru
9883,15787,25707.0,Где волонтеру учиться?,в волонтёрских организациях,1.0,ru,ru
9884,15791,25707.0,Где волонтеру учиться?,в деятельности,1.0,ru,ru
9885,15792,25707.0,Где волонтеру учиться?,в проектах волонтёрства,1.0,ru,ru
9886,15793,25707.0,Где волонтеру учиться?,на опыте,1.0,ru,ru
9887,15795,25707.0,Где волонтеру учиться?,опыт,1.0,ru,ru
9888,15797,25707.0,Где волонтеру учиться?,воспитывать в себе самому,1.0,ru,ru
9889,15799,25707.0,Где волонтеру учиться?,через единомышленников,1.0,ru,ru
9890,15804,25707.0,Где волонтеру учиться?,на примере опытных наставников,1.0,ru,ru
9891,15806,25707.0,Где волонтеру учиться?,нигде,1.0,ru,ru
9892,15808,25707.0,Где волонтеру учиться?,ресурсныйцентрдобровольчества,1.0,ru,ru
9893,15811,25707.0,Где волонтеру учиться?,у своей совести,1.0,ru,ru
9894,15813,25707.0,Где волонтеру учиться?,университет росатома,1.0,ru,ru
9895,15818,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",активное консультирование бизн,1.0,ru,ru
9896,15820,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",соответствовать запросу времен,1.0,ru,ru
9897,15821,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",аудит до управ. решений,1.0,ru,ru
9898,15822,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",взаимодействие,1.0,ru,ru
9899,15823,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",коммуникации,1.0,ru,ru
9900,15824,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",взаимодействие с менеджментом,1.0,ru,ru
9901,15825,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",вовлеченность,2.0,ru,ru
9902,15826,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",вовлечённость аудиторов,1.0,ru,ru
9903,15827,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",погружение в процессы,1.0,ru,ru
9904,15828,25719.0,"Что здесь и сейчас необходимо изменить, чтобы повысить ценность результатов внутреннего аудита? ( What should we change here and now in order to increase the value of internal audit results? )",вовлечённость гибкость скорост,1.0,ru,ru
